id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
1620889341,20151030,3885502.55,6,2.54,8552,1541060,2.1,0,4,4,3,404,3027,2001,0,98008,47.5428,-122.4116,2405,807160
5294422804,20150908,2661788.13,8,1.08,11650,779703,1.2,0,1,5,13,3220,3257,1947,0,98106,47.225,-121.847,6041,400779
4190357117,20150728,3655802.41,7,3.0,4252,1569499,2.9,1,4,2,11,7550,3471,1914,0,98142,47.2356,-122.2865,437,52775
6844019528,20150625,2748280.98,3,6.64,10682,1511438,3.3,0,1,1,1,6516,4746,1928,0,98157,47.4707,-122.2554,6195,440260
2243216894,20140713,2187826.29,6,2.48,5320,669222,2.9,0,1,3,6,1914,2638,1909,2003,98068,47.4713,-122.4616,432,536725
1242143302,20150930,4991828.17,10,0.73,780,395376,3.5,1,4,5,10,1087,4115,1942,0,98078,47.2646,-121.549,2008,11782
8616837610,20141012,1457731.4,9,0.24,11439,579967,1.2,1,4,4,7,9063,2899,1911,0,98134,47.7756,-122.2299,3265,834763
1191674267,20150428,6560298.3,3,7.6,5396,1008524,3.3,1,3,3,13,8388,3820,1935,0,98115,47.691,-121.8106,440,318644
3949263991,20150509,3261257.65,2,4.67,3764,36049,3.1,1,0,2,3,658,4263,1974,0,98082,47.7181,-121.7433,4684,222536
5252480092,20140618,4756066.05,7,2.27,10965,458983,2.1,0,3,2,11,7088,3223,1903,0,98102,47.5285,-121.9315,655,401755
4683867244,20150218,5202602.35,8,1.78,5442,41219,2.1,1,0,5,5,2546,3645,1966,0,98076,47.6848,-122.069,3311,521415
1367660260,20150531,5153658.3,2,2.88,11360,1156884,2.2,0,3,3,5,1960,4175,1946,0,98169,47.7078,-121.3538,5694,337188
5201510960,20140909,7836184.05,0,3.54,2353,1129368,1.6,1,2,2,5,1340,2601,1911,0,98079,47.5037,-121.3262,5572,393274
9219909723,20150514,2503131.84,6,6.79,8574,965148,1.0,1,1,2,1,2392,1030,1921,0,98098,47.6718,-122.0267,2781,34945
4412818512,20150915,3412380.36,3,6.13,1559,1045265,2.9,0,3,5,4,4367,2090,2012,0,98147,47.6918,-122.3238,654,290620
2818807092,20140218,4931981.95,3,0.68,13116,1186052,1.6,1,1,5,8,5278,4262,1902,0,98190,47.228,-121.4074,2939,647586
6731017295,20150613,6650241.2,6,3.79,1141,999927,3.3,1,0,1,7,6562,278,1964,0,98086,47.5236,-121.6984,3117,420066
8751677905,20140126,2278960.52,4,1.03,9817,1339403,2.4,0,1,1,6,1614,327,1974,0,98061,47.4094,-122.2952,5742,545183
6596008363,20150218,646216.02,2,5.76,1113,866078,1.9,1,2,1,10,8769,1428,1913,0,98139,47.1601,-122.4795,3550,13613
9570821563,20140526,2347543.92,4,0.27,3024,128948,3.4,0,0,3,8,9243,4203,1929,2010,98119,47.2976,-122.465,1203,296457
4317094351,20140322,4176604.44,0,3.7,6535,1223219,2.8,1,2,4,11,666,994,2009,0,98195,47.1688,-121.3278,5154,585058
5828056271,20140119,7007125.3,8,0.93,6207,272219,2.1,1,0,5,10,8467,2977,1920,2000,98049,47.2663,-122.4091,4207,300732
5210514990,20151219,360761.44,6,4.29,436,873790,1.5,0,0,1,12,9349,1099,1981,0,98124,47.2073,-122.1381,986,37714
3710887540,20150108,3857998.2,0,6.42,7797,18121,1.9,0,0,5,9,5177,1456,1982,0,98014,47.379,-121.5785,3678,211555
8335386653,20151130,4977176.64,5,3.71,3392,915062,2.3,0,2,4,4,8997,1751,2013,0,98047,47.2344,-121.9808,1620,776581
5474796206,20140614,2396152.67,2,7.58,5251,594207,1.4,1,2,3,7,7632,3018,1944,0,98056,47.3876,-121.418,3237,15396
5801953494,20141122,3488310.15,6,0.43,2058,402961,2.0,1,3,1,13,1934,4774,1939,0,98176,47.4047,-121.4558,3149,498319
3736228533,20140802,498758.8,7,1.33,13111,360197,1.8,0,4,5,7,3349,3373,1900,1966,98152,47.5682,-121.5326,4254,631333
3262868518,20151008,3681992.41,9,6.33,5338,981594,3.2,0,4,2,8,9100,1116,1989,0,98188,47.211,-122.1442,3032,681892
2700493961,20140518,2201456.31,4,2.63,13069,1033633,3.1,1,1,2,9,1003,1094,1951,0,98055,47.664,-121.5999,4740,224666
9775190776,20150422,995334.76,5,4.0,1282,320338,1.8,0,1,2,12,1615,509,1912,0,98066,47.2536,-122.4823,5343,291913
7291138576,20140303,1559030.01,10,4.68,8559,817817,1.6,0,1,1,11,3200,3253,2009,0,98162,47.731,-122.5106,4714,90126
9191165062,20150508,1336398.44,4,0.82,1701,1431487,3.0,0,4,4,9,5457,4340,2009,0,98031,47.6388,-122.1129,1925,191981
3035260554,20150705,5610697.78,6,4.49,8535,1098822,2.9,0,3,2,3,2149,3448,2015,0,98009,47.7157,-121.5267,2452,628670
2891908447,20150204,5486559.89,5,5.87,649,333720,3.4,0,0,4,6,3297,4640,1921,0,98145,47.5263,-122.109,5110,4448
3109134455,20150313,3954383.92,1,5.1,6843,1046768,3.5,0,3,4,11,4529,4347,1972,0,98002,47.499,-121.9774,4738,545088
8260883873,20150727,1396515.88,6,0.6,10758,1147632,2.8,1,4,4,12,5397,3853,1922,0,98191,47.2283,-121.6679,4316,50705
4101795210,20140629,7994907.66,6,1.61,9640,1206611,1.3,1,1,4,12,4188,4389,1910,0,98155,47.4006,-122.3043,2583,484591
8792994746,20151016,7922599.34,7,1.27,9082,198616,2.5,1,1,3,4,5729,2264,2010,0,98105,47.3689,-121.6125,2956,596231
9582840142,20150801,1524323.72,3,6.71,11611,1162332,3.0,1,3,4,5,7249,4107,1979,0,98176,47.7623,-122.0244,719,598765
8257225509,20151219,2222007.38,2,2.69,560,967541,2.9,0,3,4,7,3472,572,1957,0,98073,47.6385,-122.1333,3569,20773
2362035070,20151211,2429960.85,9,0.69,5417,1641144,1.6,0,3,2,3,3340,1991,1928,0,98082,47.7366,-121.6643,642,583545
2532998872,20141207,3345974.93,1,3.83,6725,999629,2.3,1,2,3,7,8598,2732,2003,0,98003,47.7171,-122.2283,4465,416440
3396197434,20151211,6384545.0,6,4.86,7931,1113589,2.3,0,4,3,3,4645,2101,1969,0,98079,47.4126,-121.4252,4440,118496
3651690368,20151026,6521274.1,5,7.4,4014,1086455,3.3,0,4,3,7,8822,2366,2006,0,98062,47.248,-121.4709,2890,606312
4349515493,20141212,4566352.88,4,1.82,8345,306171,1.8,1,0,3,9,2644,231,1983,0,98030,47.6287,-121.3352,1064,29615
9517447358,20141226,5293903.25,0,3.88,5266,1308489,1.6,1,3,3,13,3224,3311,1932,0,98104,47.7564,-121.6848,890,23559
9506649815,20140221,2721135.27,6,4.7,12926,1203818,1.1,0,1,3,9,6016,2435,1922,0,98025,47.7506,-121.6798,1904,534987
3386457086,20140607,1042610.04,0,0.52,12346,592414,3.5,1,1,3,7,646,617,1940,0,98012,47.3843,-121.9995,3059,819693
8312053387,20151212,2532951.31,2,2.38,7932,348483,1.9,0,1,3,12,7948,458,1938,0,98018,47.7044,-122.3633,3671,461826
1524890728,20150414,3297914.74,1,2.72,13334,156850,2.1,1,1,3,11,5239,1920,1909,0,98105,47.3675,-122.1266,1119,493771
9724530169,20150925,1650243.76,4,5.53,7086,1613985,1.3,0,4,1,8,3545,474,1921,0,98099,47.2414,-122.0856,5319,101885
8884171339,20151228,711943.29,9,5.87,9629,1213609,2.6,1,2,1,5,9379,4617,1949,0,98131,47.7408,-122.5138,5172,840034
5865951981,20140209,2641398.72,9,7.71,2189,1624727,2.1,0,2,3,11,5526,767,1985,1941,98101,47.2754,-121.4192,2456,240565
5580628689,20140430,335305.08,5,6.3,10041,278311,2.2,1,3,3,11,6382,3373,1943,0,98002,47.7542,-122.1023,1612,350909
3544633096,20140723,4714511.94,5,0.73,3538,1280114,3.0,0,3,1,2,3460,359,1933,1994,98020,47.598,-121.8384,4805,802156
6333663903,20151216,4189480.91,9,1.21,7765,1222062,2.4,0,0,3,7,2795,4564,1936,0,98141,47.2199,-122.1867,497,600777
3591619179,20150503,3175951.01,2,6.19,12432,213399,3.5,0,1,3,1,1632,2662,1982,0,98049,47.4432,-121.5175,1833,122481
7474901876,20151010,1930153.43,8,2.01,11750,1385691,2.8,1,1,1,5,6121,3430,2004,0,98106,47.2621,-121.5207,2458,458644
4822803002,20140217,1121430.22,2,4.31,12180,1491762,3.0,1,2,4,6,4050,2039,1963,0,98140,47.72,-121.7719,5292,697396
1106877357,20140531,5387459.14,10,2.74,5458,56341,3.0,0,4,2,1,5245,850,1956,0,98161,47.3931,-121.3663,620,380247
9709574774,20150707,6912286.83,0,4.22,4859,1459243,3.0,0,1,2,6,3235,2849,1964,0,98123,47.761,-122.1865,4288,715110
8494469110,20150410,2850685.81,1,5.4,9130,1203170,3.4,1,2,4,2,1219,552,1934,0,98032,47.2609,-121.7524,3044,706888
4793477762,20151011,1564934.46,6,7.98,6549,627553,3.3,0,1,1,9,2352,1751,1992,0,98092,47.3058,-121.5049,1590,198082
4961594592,20151208,4284458.63,0,1.93,1583,168045,3.2,0,2,3,8,8790,1904,1933,0,98112,47.2889,-122.2028,3275,652050
2804937879,20140618,7124084.29,6,7.39,353,1024542,1.2,1,2,5,9,6083,2299,2014,0,98168,47.6155,-121.5859,3272,244432
8869730383,20151017,7755534.45,5,6.22,5208,596793,2.8,0,4,2,3,1882,1032,1962,0,98074,47.4795,-121.5553,1772,178620
3011047866,20150806,2538538.89,0,1.54,10519,1387598,2.2,1,2,3,13,397,953,1977,0,98039,47.2083,-122.3931,3514,201221
3809327257,20140311,5591523.44,0,5.72,12761,1146545,2.6,0,2,2,7,8672,1015,1988,0,98104,47.2485,-121.8874,4142,315295
2138877858,20140515,5787050.08,8,7.57,13183,186403,1.9,0,2,5,9,8773,4405,1920,0,98094,47.7214,-121.7721,4903,380405
2475820166,20140503,6211402.78,1,0.77,5662,864553,2.4,0,4,3,11,2458,4153,1904,0,98130,47.5119,-122.3582,843,288014
5222599660,20150221,4878509.95,6,6.31,2426,1262258,1.5,0,3,1,2,9114,4349,1985,0,98157,47.6167,-121.9346,4636,775162
6179372794,20151119,7081429.82,5,0.62,12921,1426944,2.4,0,3,1,3,7215,3756,1958,0,98031,47.753,-121.8853,1003,314051
9978517582,20140620,4047911.47,7,4.99,3305,711242,1.0,0,2,5,2,650,3285,1984,0,98100,47.7519,-121.4698,1444,768652
3372835247,20140613,4000758.58,8,5.33,11073,795408,3.2,0,2,1,1,1958,2519,1957,0,98080,47.4131,-121.4997,2030,767509
3036672937,20140908,3077220.1,1,3.43,5055,260215,3.1,0,1,4,9,8647,4342,1948,1930,98120,47.241,-122.2013,1449,869055
3997769539,20150111,4366987.92,0,6.35,7605,1008997,1.3,0,3,5,7,4613,2342,1925,0,98069,47.5006,-121.4914,430,284286
8426368972,20151214,4488368.06,3,2.74,2255,849407,1.4,0,0,1,8,2001,4297,1933,0,98067,47.598,-121.427,5039,407051
9320385509,20141130,1466122.06,1,7.45,10013,521061,2.4,0,2,1,1,2235,984,1966,0,98163,47.3377,-122.2062,2210,845846
9561689107,20140227,3305770.56,6,3.87,4657,1177299,2.1,1,2,1,5,4979,3243,1906,0,98031,47.7767,-122.3098,4106,255385
8793482036,20150913,6820827.99,8,0.15,9620,665405,1.5,0,0,5,9,618,3232,1956,0,98021,47.7464,-121.5413,1023,814139
3527839019,20150827,7127508.11,7,4.93,6558,1281878,2.5,0,0,1,9,553,3946,1954,0,98035,47.7049,-121.572,787,474474
4010556856,20141105,3836372.58,10,7.45,4374,410358,2.2,0,4,5,3,2825,1039,1971,0,98174,47.1875,-121.3894,1518,371287
3007777797,20140419,5600008.71,3,0.49,1209,733605,2.0,0,0,1,13,5227,1524,1938,2007,98108,47.5173,-121.7626,3257,95246
7213752868,20150506,5590666.48,8,7.55,1318,792497,2.5,1,2,5,13,3457,4753,2013,0,98183,47.2916,-121.6585,3374,829091
7114361708,20150225,1337465.45,4,7.23,12796,146751,2.4,1,0,5,7,5343,3635,1949,0,98081,47.6015,-121.4455,5815,332535
8617671163,20140730,6498033.53,1,3.89,7241,227868,3.1,1,2,1,12,4971,257,1908,0,98091,47.5282,-121.5963,5004,288130
2396818820,20140112,472925.65,1,5.16,8861,868809,2.2,1,0,3,8,575,2850,1957,2014,98101,47.5148,-122.2289,1669,454266
9069682802,20140804,365470.49,1,1.61,2714,678669,2.2,0,1,2,6,1232,184,1979,0,98114,47.6129,-121.6886,3207,743995
5759538476,20140306,5288454.77,6,7.27,7968,1209045,1.3,0,4,5,7,1163,3516,2000,0,98122,47.4605,-121.8902,5303,211030
2454413462,20150108,5986530.55,2,7.56,10711,370411,2.6,1,4,3,2,3430,2630,1963,0,98134,47.4715,-122.1936,408,323578
8463522923,20140915,2489382.37,4,0.6,1677,603578,1.5,0,3,1,3,4753,4200,1919,0,98022,47.6962,-121.6742,3712,767480
6446486363,20150204,3423971.31,2,5.19,12264,1330966,2.0,1,4,2,10,4237,2168,2014,0,98014,47.4886,-121.4529,3087,758555
5450067307,20140622,5628714.08,0,4.26,13335,1262262,3.4,0,3,2,3,834,4115,1920,0,98135,47.3223,-122.0841,5718,375732
2691586898,20141215,2230646.2,3,6.94,7536,1024021,3.3,1,1,5,10,1553,4410,1973,0,98190,47.3955,-122.0964,6177,412255
7012993864,20140502,2245744.42,5,7.97,7273,47147,2.3,1,2,3,3,6867,1119,1919,0,98035,47.4714,-121.4281,2956,685403
4543789470,20140910,7282783.78,4,0.15,12972,1273307,1.5,1,3,2,9,3860,3481,1993,0,98022,47.511,-121.7367,5309,158288
4567357726,20150507,4254311.44,10,6.81,10903,1496268,1.5,1,0,3,4,2611,1481,1908,0,98177,47.337,-121.4951,5915,179271
3175851259,20151121,3708877.89,3,6.73,5089,982742,3.5,1,1,4,4,5143,1788,1993,0,98053,47.4813,-121.3717,4030,256657
1464758674,20151227,3236215.54,7,2.26,8084,1639507,2.0,1,4,2,3,941,617,1964,0,98088,47.2829,-122.4807,1626,475263
5982111956,20150727,5745374.96,3,3.22,11241,843602,3.0,1,0,2,8,6534,1586,1955,0,98090,47.3846,-121.7408,5505,198409
7707580829,20140905,6488059.43,2,3.01,12178,983363,1.8,1,3,2,9,5787,725,1996,0,98089,47.322,-121.7588,1865,435012
8546439681,20150716,5124905.14,6,7.58,12864,1268558,3.2,0,0,2,9,4593,3279,1993,0,98177,47.6674,-121.7684,3534,454412
7253124346,20150407,6740974.37,3,1.43,1067,1444195,2.2,1,0,1,11,4425,1769,2001,1957,98173,47.5439,-122.2883,5178,374960
7995704935,20150616,587264.07,3,3.71,4516,280954,1.1,1,3,3,9,3076,527,1905,0,98097,47.5384,-121.6734,3836,871127
9746511736,20140118,4867100.44,6,1.83,1516,1543514,1.6,1,3,5,13,3341,3776,1994,1934,98003,47.3831,-122.0492,1935,728749
8671162218,20140816,4100118.0,8,2.4,6831,877861,1.5,1,2,4,5,2867,651,1935,0,98109,47.35,-122.4352,767,524449
6420921605,20150212,5873047.31,2,7.85,8342,86276,1.5,1,0,4,2,4222,1143,2011,0,98085,47.2206,-121.964,2962,3439
6899290975,20150514,1969038.39,2,6.91,12194,851803,2.2,1,1,4,6,8182,3027,1998,1942,98011,47.4181,-122.0593,3972,775625
3276418882,20150614,7675182.87,1,0.15,7931,311310,1.7,0,0,3,7,4242,3078,1939,1950,98186,47.3367,-121.8925,1627,634931
5463111099,20140107,4118291.22,1,0.22,8600,1387693,2.9,1,3,3,7,4157,4702,2000,0,98176,47.6943,-121.3953,5600,362579
3388521629,20140306,7382284.0,0,5.95,3137,110552,2.5,1,3,2,1,7608,558,1929,0,98172,47.5867,-121.6198,3428,259879
7728761523,20150605,5712670.19,2,3.82,1589,1547025,2.5,1,4,1,4,4731,4355,1979,0,98188,47.3224,-121.4065,2824,495123
7029360045,20150328,6925171.88,4,5.82,2120,737664,1.5,0,3,1,13,6536,4405,2012,0,98144,47.5421,-122.019,3772,169392
7368321558,20140212,4496189.08,1,1.82,7206,1166487,1.1,0,4,3,13,8655,3645,2001,0,98144,47.4169,-122.1783,2030,561085
2866619283,20141113,2967513.67,4,3.14,12024,624985,1.3,0,1,5,5,330,3310,1942,0,98195,47.5966,-122.3514,1053,778617
2271729501,20150225,5330963.16,3,2.28,7596,1033153,1.7,1,2,1,5,8204,2938,1989,0,98108,47.4631,-121.6843,4675,331635
2005140351,20150401,6816919.6,8,5.81,364,643462,2.2,0,3,2,2,6445,1307,1938,0,98185,47.1718,-121.3939,727,243937
5805485832,20150625,7828739.65,9,0.62,3467,402967,1.1,1,2,5,11,7246,148,1905,0,98134,47.512,-121.5768,4965,834482
9162444477,20150404,6602201.96,8,1.07,10177,269161,1.1,1,0,1,6,2977,2700,1984,0,98182,47.464,-121.3192,1248,99128
8875379248,20140910,4687669.09,6,0.59,7245,30665,1.6,0,2,4,1,6109,2795,1924,0,98038,47.769,-122.0113,4170,264743
8576471534,20151012,1205895.02,3,7.38,12674,1323789,2.7,1,2,4,10,3385,2200,2002,0,98027,47.5718,-122.0955,4922,706809
3887015846,20151227,2632392.74,4,5.42,11978,214317,3.2,1,3,2,13,2137,4789,1940,0,98037,47.4327,-121.9501,4663,281064
7614014788,20150817,1618877.57,7,6.94,9183,1547543,2.1,0,0,1,2,9399,1441,1977,0,98044,47.5641,-122.0963,5138,618984
9736713257,20151221,5252596.97,0,7.59,13143,891054,1.6,1,4,5,10,3785,3450,1968,0,98180,47.3093,-121.4659,1969,278155
7623248298,20150401,7267970.01,9,6.33,9480,1632312,1.5,1,1,2,2,2409,844,1954,0,98168,47.2044,-121.7906,3966,583448
5469099039,20141106,4153224.23,3,0.6,7877,718120,2.1,1,1,1,13,8455,896,1981,0,98005,47.3626,-121.7608,3169,798351
5698318943,20140424,2234270.58,5,6.48,712,563908,3.2,0,2,5,12,3583,345,1909,0,98035,47.729,-121.7872,5120,417076
7408351351,20150211,5301680.25,7,2.01,10046,1442914,3.1,0,2,5,2,4269,1700,1916,0,98096,47.3855,-121.9373,2910,645570
2918082488,20150411,4333053.52,10,2.53,12319,369382,1.1,0,3,5,4,4832,4519,1978,0,98189,47.1608,-122.3365,3179,240791
5216971390,20151105,3337768.57,1,3.5,11201,995668,1.3,1,4,1,8,1688,3938,1916,0,98157,47.5501,-121.6899,3165,249067
9676439544,20140203,4949137.84,5,4.06,5428,1383659,1.6,0,4,3,2,2037,1981,2009,0,98194,47.5808,-122.1231,5506,198372
3482267279,20151109,1990064.43,10,1.32,1085,1429276,2.5,1,4,5,6,2361,2343,1978,1916,98003,47.5084,-121.4408,3757,343962
8846686750,20151008,4399507.2,2,7.42,1618,277926,2.6,0,4,1,8,1267,3368,1946,0,98169,47.6124,-122.1621,3223,684512
8886168061,20141227,6512405.53,0,6.84,8695,1243470,2.5,0,2,5,2,8003,2463,1927,0,98054,47.3984,-122.358,2251,20875
2521052598,20150308,1821296.83,6,0.76,2329,354414,1.1,1,3,5,11,6099,2871,1905,0,98038,47.3496,-122.3165,4362,141289
1007169021,20140426,2050218.41,4,2.17,11768,631329,2.7,0,4,4,7,6109,2555,1998,0,98076,47.4134,-122.4722,1229,430224
5763106490,20140308,5893619.31,8,3.33,11568,1204364,3.1,1,1,1,8,4871,1832,2010,2002,98097,47.5292,-122.5015,1053,123188
3593991507,20150713,7297021.68,0,5.08,9736,1606494,2.4,1,2,3,11,357,2174,1930,0,98197,47.2147,-122.16,5983,753383
4247312034,20151018,6191478.06,5,6.93,861,1548128,2.6,1,3,1,13,7509,2653,1990,0,98052,47.2987,-121.3934,2488,417905
9014087577,20140126,5811668.67,6,0.71,8373,971821,1.9,0,0,2,7,5966,2418,2010,0,98184,47.3209,-121.6076,1255,845961
2687828702,20140223,7156830.1,9,5.26,9604,157886,3.3,1,1,2,12,5356,3148,1958,0,98199,47.375,-121.6722,498,196240
5821583016,20141016,4044448.5,10,3.38,9306,105254,2.1,0,1,5,12,6056,3724,1921,0,98051,47.5056,-122.2482,427,591057
9228653206,20150826,5856823.13,6,2.75,2623,1598072,2.6,0,0,3,6,4265,3099,1945,0,98036,47.2675,-121.4787,5850,469949
4035707565,20140402,7456863.9,8,2.27,12557,759438,2.4,1,1,4,3,2140,4113,1901,0,98004,47.6817,-121.9619,3203,693067
2493346523,20140808,2838339.87,9,6.89,8812,1490603,2.2,1,2,3,6,1520,39,1976,0,98041,47.5932,-121.59,4899,425408
1207611375,20150506,7222682.78,6,5.5,12836,1215015,2.0,0,0,3,10,4877,688,1966,0,98027,47.372,-121.5318,3777,472945
1739964507,20140929,5954821.93,2,5.71,12549,279423,3.5,1,2,3,1,994,98,1915,0,98094,47.7415,-121.4466,3201,706946
3286830116,20151004,3825463.98,0,4.32,11298,534922,1.7,1,1,5,3,3606,4533,1989,0,98139,47.6032,-121.84,2355,750196
1159906592,20150623,1256720.55,6,3.8,1491,1356474,3.3,0,4,4,1,384,2630,2011,0,98003,47.3815,-121.7321,2444,752401
3878133679,20141204,4598789.87,10,5.18,11729,923302,2.6,0,4,1,11,614,2344,1998,0,98015,47.3429,-121.3482,3562,372004
4883207154,20141208,2123589.66,8,7.23,8636,1130229,1.2,1,2,3,11,1138,3582,1914,0,98041,47.4707,-121.3778,5434,674606
9697116397,20150411,7570794.56,1,7.34,11896,1141981,2.8,0,1,4,5,3874,2935,1914,0,98006,47.2784,-121.8429,3729,814056
